  Hz	 mVrms	dBV	deg
11400	4.625	-46.698
11500	4.654	-46.644
11600	4.572	-46.799
11700	4.521	-46.896
11800	4.725	-46.512
11900	4.443	-47.047
12000	4.535	-46.868
12100	4.411	-47.111
12200	4.510	-46.917
12300	4.549	-46.842
12400	4.405	-47.123
12500	4.304	-47.324
12600	4.360	-47.210
12700	4.178	-47.580
12800	4.201	-47.534
12900	4.139	-47.664
13000	4.466	-47.002
13100	4.133	-47.674
13200	4.312	-47.308
13300	4.143	-47.654
13400	4.075	-47.799
13500	4.363	-47.206
13600	4.240	-47.454
13700	4.290	-47.352
13800	4.373	-47.185
13900	4.052	-47.847
14000	4.338	-47.254
14100	4.030	-47.894
14200	4.033	-47.887
14300	4.044	-47.864
14400	4.410	-47.111
14500	3.756	-48.505
14600	4.209	-47.516
14700	3.988	-47.985
14800	4.011	-47.936
14900	3.990	-47.980
15000	3.712	-48.609
15100	3.921	-48.133
15200	3.921	-48.133
15300	3.798	-48.409
15400	4.051	-47.849
15500	3.697	-48.643
15600	4.093	-47.759
15700	3.754	-48.511
15800	3.747	-48.526
15900	3.861	-48.266
16000	3.926	-48.122
16100	3.807	-48.389
16200	3.679	-48.686
16300	3.788	-48.433
16400	3.765	-48.486
16500	3.722	-48.585
16600	3.799	-48.408
16700	4.161	-47.617
16800	3.680	-48.684
16900	3.884	-48.216
17000	3.682	-48.678
17100	3.694	-48.652
17200	3.535	-49.033
17300	3.842	-48.310
17400	3.892	-48.198
17500	3.670	-48.707
17600	3.658	-48.737
17700	3.697	-48.644
17800	3.744	-48.535
17900	3.585	-48.911
18000	4.018	-47.920
18100	3.721	-48.588
18200	3.459	-49.221
18300	3.817	-48.365
18400	3.555	-48.984
18500	3.582	-48.919
18600	3.646	-48.764
18700	3.633	-48.794
18800	3.708	-48.618
18900	3.510	-49.096
19000	3.830	-48.338
19100	3.614	-48.840
19200	3.579	-48.925
19300	3.675	-48.696
19400	3.340	-49.526
19500	3.468	-49.199
19600	3.686	-48.670
19700	3.663	-48.724
19800	3.344	-49.516
19900	3.537	-49.028
20000	3.321	-49.576
20100	3.537	-49.028
20200	3.461	-49.218
20300	3.754	-48.511
20400	3.336	-49.537
20500	3.619	-48.828
20600	3.335	-49.540
20700	3.615	-48.839
20800	3.583	-48.915
20900	3.826	-48.346
21000	3.270	-49.710
21100	3.390	-49.396
21200	3.382	-49.417
21300	3.419	-49.322
21400	3.671	-48.704
21500	3.498	-49.124
21600	3.377	-49.431
21700	3.664	-48.722
21800	3.340	-49.526
21900	3.673	-48.701
22000	3.408	-49.351
22100	3.513	-49.086
22200	3.420	-49.321
22300	3.312	-49.599
22400	3.568	-48.951
22500	3.371	-49.445
22600	3.259	-49.740
22700	3.765	-48.486
22800	3.414	-49.335
22900	3.440	-49.270
23000	3.295	-49.644
23100	3.253	-49.755
23200	3.381	-49.419
23300	3.503	-49.112
23400	3.227	-49.825
23500	3.189	-49.927
23600	3.337	-49.533
23700	3.672	-48.704
23800	3.308	-49.609
23900	3.534	-49.035
24000	3.130	-50.091
24100	3.457	-49.226
24200	3.248	-49.768
24300	3.433	-49.287
24400	3.172	-49.974
24500	3.297	-49.639
24600	3.166	-49.990
24700	3.102	-50.168
24800	3.605	-48.862
24900	3.308	-49.609
25000	3.592	-48.893
25100	3.440	-49.270
25200	3.590	-48.899
25300	3.458	-49.224
25400	3.056	-50.298
25500	3.545	-49.008
25600	3.410	-49.346
25700	3.369	-49.450
25800	3.510	-49.094
25900	3.221	-49.841
26000	3.193	-49.918
26100	3.078	-50.234
26200	3.409	-49.349
26300	3.150	-50.035
26400	3.418	-49.325
26500	3.813	-48.376
26600	3.128	-50.095
26700	3.203	-49.889
26800	3.866	-48.255
26900	3.187	-49.932
27000	3.359	-49.477
27100	3.547	-49.004
